File,Line,Category,Type,TODO Text,Context
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/README.md,665,other,md,notes: str | None = None,"        primitive_type: str, |         context: str, |         notes: str | None = None |     ) -> Path | "
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/cache.py,195,code,py,logger.debug(,"                # Expired - remove from cache |                 del self._cache[cache_key] |                 logger.debug( |                     ""adaptive_cache_expired"", |                     cache_key=cache_key[:50],"
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/cache.py,225,code,py,"logger.debug(""adaptive_cache_eviction"", evicted_key=oldest_key[:50])","            oldest_key = min(self._cache.items(), key=lambda x: x[1][1])[0] |             del self._cache[oldest_key] |             logger.debug(""adaptive_cache_eviction"", evicted_key=oldest_key[:50]) |  |         self._cache[cache_key] = (result, time.time(), context_key)"
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,42,code,py,"logger.debug(f""Created Logseq page: {page_path}"")","    # Write content |     page_path.write_text(content, encoding=""utf-8"") |     logger.debug(f""Created Logseq page: {page_path}"") |  | "
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,63,code,py,"logger.debug(f""Added entry to Logseq journal: {journal_path}"")","    with journal_path.open(""a"", encoding=""utf-8"") as f: |         f.write(f""\n{entry}\n"") |     logger.debug(f""Added entry to Logseq journal: {journal_path}"") |  | "
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,92,code,py,"notes: str | None = None,","        primitive_type: str, |         context: str, |         notes: str | None = None, |     ) -> None: |         """""""
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,103,code,py,notes: Optional additional notes about the learning event.,"            primitive_type: The type of the primitive (e.g., ""AdaptiveRetryPrimitive""). |             context: The context in which the strategy was learned. |             notes: Optional additional notes about the learning event. |         """""" |         page_title = f""{self.service_name}_{strategy.name}"""
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,110,code,py,"notes=notes,","            primitive_type=primitive_type, |             context=context, |             notes=notes, |             service_name=self.service_name, |         )"
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,123,code,py,"notes=notes,","                primitive_type=primitive_type, |                 context=context, |                 notes=notes, |                 event_type=""Strategy Learned"", |             )"
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,138,code,py,"notes: str | None = None,","        primitive_type: str, |         context: str, |         notes: str | None = None, |     ) -> None: |         """""""
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,148,code,py,notes: Optional notes for the update.,"            primitive_type: The type of the primitive. |             context: The context of the strategy. |             notes: Optional notes for the update. |         """""" |         # In a real implementation, this would involve reading the existing page,"
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,159,code,py,"notes=notes,","            primitive_type=primitive_type, |             context=context, |             notes=notes, |             event_type=""Strategy Performance Updated"", |             metrics=new_metrics,"
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,174,code,py,"notes: str | None,","        primitive_type: str, |         context: str, |         notes: str | None, |         service_name: str, |     ) -> str:"
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,208,code,py,## Notes,"{related_strategies_query} |  | ## Notes | {notes if notes else ""No additional notes.""} | """""""
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,209,code,py,"{notes if notes else ""No additional notes.""}"," | ## Notes | {notes if notes else ""No additional notes.""} | """""" |         return content"
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,218,code,py,"notes: str | None,","        primitive_type: str, |         context: str, |         notes: str | None, |         event_type: str, |         metrics: StrategyMetrics | None = None,"
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,225,code,py,if notes:,"        timestamp = datetime.now().strftime(""%Y-%m-%d %H:%M:%S"") |         entry = f""- **{event_type}** for **{strategy_name}** ({primitive_type} in context '{context}') at {timestamp}\n"" |         if notes: |             entry += f""  - Notes: {notes}\n"" |         if metrics:"
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,226,code,py,"entry += f""  - Notes: {notes}\n""","        entry = f""- **{event_type}** for **{strategy_name}** ({primitive_type} in context '{context}') at {timestamp}\n"" |         if notes: |             entry += f""  - Notes: {notes}\n"" |         if metrics: |             entry += f""  - Metrics: Success Rate={metrics.success_rate:.1%}, Avg Latency={metrics.avg_latency_ms:.1f}ms, Observations={metrics.contexts_seen}\n"""
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,263,code,py,"notes=""Initial test strategy."",","        primitive_type=""AdaptivePrimitive"", |         context=""development"", |         notes=""Initial test strategy."", |     ) | "
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/logseq_integration.py,272,code,py,"notes=""Performance improved."",","        primitive_type=""AdaptivePrimitive"", |         context=""development"", |         notes=""Performance improved."", |     ) | "
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/fallback.py,407,code,py,"notes=f""Fallback success rates: {fallback_success_rates}\nOptimal order: {optimal_order}"",","                    primitive_type=""AdaptiveFallbackPrimitive"", |                     context=context_key, |                     notes=f""Fallback success rates: {fallback_success_rates}\nOptimal order: {optimal_order}"", |                 ) |             except Exception as e:"
packages/tta-dev-primitives/src/tta_dev_primitives/adaptive/base.py,398,code,py,"logger.debug(f""Considered strategy adaptation for {current_strategy.name}"")","        # Base implementation is conservative - just track that we considered it |  |         logger.debug(f""Considered strategy adaptation for {current_strategy.name}"") |  |     def get_learning_summary(self) -> dict[str, Any]:"
packages/tta-dev-primitives/src/tta_dev_primitives/benchmarking/__init__.py,7,code,py,"2. Developer Productivity: Development time, bugs introduced, test coverage"," | 1. Code Elegance: Lines of code, complexity, maintainability | 2. Developer Productivity: Development time, bugs introduced, test coverage | 3. Cost Effectiveness: API costs, development costs, maintenance costs | 4. AI Agent Performance: Task completion rates, context understanding"
packages/tta-dev-primitives/src/tta_dev_primitives/lifecycle/stages.py,79,code,py,"""Update CHANGELOG with release notes"",","    recommended_actions=[ |         ""Add LICENSE file (MIT or Apache 2.0 recommended)"", |         ""Update CHANGELOG with release notes"", |         ""Bump version in pyproject.toml"", |         ""Scan for secrets in code"","
packages/tta-dev-primitives/src/tta_dev_primitives/lifecycle/README.md,319,other,md,- Update CHANGELOG with release notes,**Recommended Actions:** | - Add LICENSE file | - Update CHANGELOG with release notes | - Bump version in package manifest | - Scan for secrets in code
packages/tta-dev-primitives/src/tta_dev_primitives/lifecycle/README.md,376,other,md,• Update CHANGELOG with release notes,💡 RECOMMENDED ACTIONS: |   • Add LICENSE file (MIT or Apache 2.0 recommended) |   • Update CHANGELOG with release notes |   • Bump version in pyproject.toml |   • Scan for secrets in code
packages/tta-dev-primitives/src/tta_dev_primitives/apm/setup.py,40,code,py,enable_console: Enable console export (for debugging),        service_version: Version of the service |         enable_prometheus: Enable Prometheus metrics export |         enable_console: Enable console export (for debugging) |         prometheus_port: Port for Prometheus metrics endpoint | 
packages/tta-dev-primitives/src/tta_dev_primitives/apm/setup.py,76,code,py,# Add console exporter for debugging, |     if enable_console: |         # Add console exporter for debugging |         console_processor = BatchSpanProcessor(ConsoleSpanExporter()) |         _tracer_provider.add_span_processor(console_processor)
packages/tta-dev-primitives/src/tta_dev_primitives/observability/context_propagation.py,152,code,py,"logger.debug(""Baggage propagation not available"")","            set_baggage(key, value) |     except ImportError: |         logger.debug(""Baggage propagation not available"") |  | "
packages/tta-dev-primitives/src/tta_dev_primitives/observability/context_propagation.py,174,code,py,"logger.debug(""Baggage extraction not available"")","            context.baggage.update(baggage) |     except ImportError: |         logger.debug(""Baggage extraction not available"") | "
packages/tta-dev-primitives/src/tta_dev_primitives/observability/logging.py,22,code,py,"level: Log level (DEBUG, INFO, WARNING, ERROR)"," |     Args: |         level: Log level (DEBUG, INFO, WARNING, ERROR) |     """""" |     if STRUCTLOG_AVAILABLE:"
packages/tta-dev-primitives/src/tta_dev_primitives/ace/cognitive_manager.py,174,code,py,- Debugging techniques that resolve issues,    - Library/import patterns for different tasks |     - Code structure approaches that succeed |     - Debugging techniques that resolve issues |  |     Attributes:
packages/tta-dev-primitives/src/tta_dev_primitives/performance/cache.py,115,code,py,logger.debug(,"                # Cache expired |                 self._stats[""expirations""] += 1 |                 logger.debug( |                     ""cache_expired"", |                     key=cache_key[:50],"
packages/tta-dev-primitives/src/tta_dev_primitives/performance/cache.py,145,code,py,logger.debug(,"        self._cache[cache_key] = (result, time.time()) |  |         logger.debug( |             ""cache_store"", |             key=cache_key[:50],"
packages/tta-dev-primitives/src/tta_dev_primitives/performance/memory.py,57,code,py,"logger.debug(f""Updated memory: {key}"")","        if key in self.store: |             self.store.move_to_end(key) |             logger.debug(f""Updated memory: {key}"") |         else: |             logger.debug(f""Added memory: {key}"")"
packages/tta-dev-primitives/src/tta_dev_primitives/performance/memory.py,59,code,py,"logger.debug(f""Added memory: {key}"")","            logger.debug(f""Updated memory: {key}"") |         else: |             logger.debug(f""Added memory: {key}"") |  |         self.store[key] = value"
packages/tta-dev-primitives/src/tta_dev_primitives/performance/memory.py,67,code,py,"logger.debug(f""Evicted LRU memory: {evicted_key}"")","            evicted_key = next(iter(self.store)) |             self.store.popitem(last=False) |             logger.debug(f""Evicted LRU memory: {evicted_key}"") |  |     def get(self, key: str) -> dict[str, Any] | None:"
packages/tta-dev-primitives/src/tta_dev_primitives/performance/memory.py,82,code,py,"logger.debug(f""Retrieved memory: {key}"")","        if key in self.store: |             self.store.move_to_end(key) |             logger.debug(f""Retrieved memory: {key}"") |             return self.store[key] | "
packages/tta-dev-primitives/src/tta_dev_primitives/performance/memory.py,85,code,py,"logger.debug(f""Memory not found: {key}"")","            return self.store[key] |  |         logger.debug(f""Memory not found: {key}"") |         return None | "
packages/tta-dev-primitives/src/tta_dev_primitives/performance/memory.py,117,code,py,"logger.debug(f""Search '{query}' found {len(results)} results"")","                    break |  |         logger.debug(f""Search '{query}' found {len(results)} results"") |         return results | "
packages/tta-dev-primitives/src/tta_dev_primitives/performance/memory.py,243,code,py,"logger.debug(f""Stored in Redis: {key}"")","                else: |                     self.redis_client.set(key, value_str) |                 logger.debug(f""Stored in Redis: {key}"") |                 return |             except Exception as e:"
packages/tta-dev-primitives/src/tta_dev_primitives/performance/memory.py,265,code,py,"logger.debug(f""Retrieved from Redis: {key}"")","                value_str = self.redis_client.get(key)  # type: ignore |                 if value_str: |                     logger.debug(f""Retrieved from Redis: {key}"") |                     return json.loads(str(value_str)) |                 return None"
packages/tta-dev-primitives/src/tta_dev_primitives/performance/memory.py,285,code,py,Note:,            List of matching memories |  |         Note: |             - In-memory: Simple keyword matching |             - Redis: Could use RediSearch for semantic search (future enhancement)
packages/tta-dev-primitives/src/tta_dev_primitives/performance/memory.py,293,code,py,"logger.debug(""Search using in-memory (Redis search not implemented)"")","                # For now, just use fallback search (Redis search needs RediSearch module) |                 # Future: Implement semantic search with RediSearch |                 logger.debug(""Search using in-memory (Redis search not implemented)"") |             except Exception as e: |                 logger.warning(f""Redis search failed: {e}. Using in-memory."")"
packages/tta-dev-primitives/src/tta_dev_primitives/performance/memory.py,305,code,py,# Note: This would clear ALL keys in Redis DB,"        if self.using_redis and self.redis_client: |             try: |                 # Note: This would clear ALL keys in Redis DB |                 # In production, you'd want namespacing |                 logger.warning(""Redis clear not implemented (would clear entire DB)"")"
packages/tta-dev-primitives/src/tta_dev_primitives/orchestration/task_classifier_primitive.py,154,code,py,"code_keywords = [""code"", ""function"", ""class"", ""debug"", ""implement"", ""refactor""]","        ] |         creativity_keywords = [""create"", ""write"", ""generate"", ""design"", ""brainstorm""] |         code_keywords = [""code"", ""function"", ""class"", ""debug"", ""implement"", ""refactor""] |         speed_keywords = [""quick"", ""fast"", ""immediately"", ""urgent"", ""real-time""] |         long_context_keywords = [""document"", ""article"", ""book"", ""long"", ""entire""]"
packages/tta-dev-primitives/src/tta_dev_primitives/research/free_tier_research.py,72,code,py,notes: str | None = Field(,"        description=""Date when information was last verified"", |     ) |     notes: str | None = Field( |         default=None, description=""Additional notes or common confusion points"" |     )"
packages/tta-dev-primitives/src/tta_dev_primitives/research/free_tier_research.py,73,code,py,"default=None, description=""Additional notes or common confusion points""","    ) |     notes: str | None = Field( |         default=None, description=""Additional notes or common confusion points"" |     ) |     # NEW: Quality metrics for models"
packages/tta-dev-primitives/src/tta_dev_primitives/research/free_tier_research.py,144,code,py,Note:,"        ``` |  |     Note: |         This primitive uses hardcoded provider information as of October 2025. |         For production use, integrate with web scraping tools or provider APIs"
packages/tta-dev-primitives/src/tta_dev_primitives/research/free_tier_research.py,165,code,py,"notes=""Web UI (ChatGPT) is free forever, but API requires payment after $5 credit"",","                setup_url=""https://platform.openai.com/signup"", |                 pricing_url=""https://openai.com/api/pricing/"", |                 notes=""Web UI (ChatGPT) is free forever, but API requires payment after $5 credit"", |                 models=[ |                     ModelQualityMetrics("
packages/tta-dev-primitives/src/tta_dev_primitives/research/free_tier_research.py,211,code,py,"notes=""Web UI (claude.ai) is free with limits, but API has no free tier"",","                setup_url=""https://console.anthropic.com/"", |                 pricing_url=""https://www.anthropic.com/pricing"", |                 notes=""Web UI (claude.ai) is free with limits, but API has no free tier"", |                 models=[ |                     ModelQualityMetrics("
packages/tta-dev-primitives/src/tta_dev_primitives/research/free_tier_research.py,257,code,py,"notes=""Google AI Studio is free, Vertex AI is paid. Don't confuse them!"",","                setup_url=""https://aistudio.google.com/"", |                 pricing_url=""https://ai.google.dev/pricing"", |                 notes=""Google AI Studio is free, Vertex AI is paid. Don't confuse them!"", |                 models=[ |                     ModelQualityMetrics("
packages/tta-dev-primitives/src/tta_dev_primitives/research/free_tier_research.py,303,code,py,"notes=""BYOK = Bring Your Own Key. You use your own provider API keys."",","                setup_url=""https://openrouter.ai/"", |                 pricing_url=""https://openrouter.ai/docs#limits"", |                 notes=""BYOK = Bring Your Own Key. You use your own provider API keys."", |                 models=[ |                     # OpenRouter provides access to many models - listing top free options"
packages/tta-dev-primitives/src/tta_dev_primitives/research/free_tier_research.py,334,code,py,"notes=""100% free, runs on your machine. Requires GPU for good performance."",","                setup_url=""https://ollama.com/"", |                 pricing_url=None, |                 notes=""100% free, runs on your machine. Requires GPU for good performance."", |                 models=[ |                     ModelQualityMetrics("
packages/tta-dev-primitives/src/tta_dev_primitives/research/free_tier_research.py,407,code,py,"notes=f""Provider '{provider}' not found in database"",","                    name=provider, |                     has_free_tier=False, |                     notes=f""Provider '{provider}' not found in database"", |                 ) | "
packages/tta-dev-primitives/src/tta_dev_primitives/research/free_tier_research.py,633,code,py,"""Google Gemini"": ""GoogleGeminiPrimitive"",  # Note: Not yet implemented","            ""OpenAI API"": ""OpenAIPrimitive"", |             ""Anthropic Claude API"": ""AnthropicPrimitive"", |             ""Google Gemini"": ""GoogleGeminiPrimitive"",  # Note: Not yet implemented |             ""OpenRouter BYOK"": ""OpenRouterPrimitive"",  # Note: Not yet implemented |             ""Ollama"": ""OllamaPrimitive"","
packages/tta-dev-primitives/src/tta_dev_primitives/research/free_tier_research.py,634,code,py,"""OpenRouter BYOK"": ""OpenRouterPrimitive"",  # Note: Not yet implemented","            ""Anthropic Claude API"": ""AnthropicPrimitive"", |             ""Google Gemini"": ""GoogleGeminiPrimitive"",  # Note: Not yet implemented |             ""OpenRouter BYOK"": ""OpenRouterPrimitive"",  # Note: Not yet implemented |             ""Ollama"": ""OllamaPrimitive"", |         }"
packages/tta-dev-primitives/src/tta_dev_primitives/integrations/supabase_primitive.py,73,code,py,"url: Supabase project URL (e.g., https://xxx.supabase.co)"," |         Args: |             url: Supabase project URL (e.g., https://xxx.supabase.co) |             key: Supabase API key (anon or service role key) |             **kwargs: Additional arguments passed to create_client"
packages/tta-dev-primitives/src/tta_dev_primitives/integrations/e2b_primitive.py,157,code,py,# Note: language parameter reserved for future multi-language support,"        env_vars = input_data.get(""env_vars"", {}) |  |         # Note: language parameter reserved for future multi-language support |         # Currently E2B Code Interpreter defaults to Python | "
packages/tta-dev-primitives/src/tta_dev_primitives/integrations/e2b_primitive.py,171,code,py,# Note: E2B SDK doesn't support custom env vars in run_code yet," |         try: |             # Note: E2B SDK doesn't support custom env vars in run_code yet |             # Environment variables would need to be set via sandbox.run_code(""export VAR=value"") |             if env_vars and self._sandbox:"
packages/tta-dev-primitives/src/tta_dev_primitives/integrations/e2b_primitive.py,255,code,py,Note: API key is set via E2B_API_KEY environment variable.,"        """"""Create new E2B sandbox. |  |         Note: API key is set via E2B_API_KEY environment variable. |         The create() method doesn't accept api_key parameter directly. |         """""""
packages/tta-dev-primitives/.cursor/rules/documentation.instructions.md,225,other,md,- Bug fix Z with brief description, | ### Fixed | - Bug fix Z with brief description |  | ## [0.2.0] - 2025-10-28
packages/tta-dev-primitives/docs/memory/README.md,154,non-actionable,md,"""review_notes"": [""Line 42: Consider error handling""],","await memory.add(task_key, { |     ""file_path"": ""main.py"", |     ""review_notes"": [""Line 42: Consider error handling""], |     ""status"": ""in_progress"" | })"
packages/tta-dev-primitives/docs/integrations/E2B_README.md,130,non-actionable,md,"- Syntax errors, import errors, logic bugs are common","**Why this is critical:** | - AI-generated code fails ~30-50% of the time on first attempt | - Syntax errors, import errors, logic bugs are common | - E2B catches these BEFORE they reach production | - FREE tier makes validation cost $0"
packages/tta-dev-primitives/tests/adaptive/test_timeout.py,242,code,py,# Note: Learning may or may not create new strategy depending on threshold, |         # Should learn that timeout can be much lower |         # Note: Learning may or may not create new strategy depending on threshold |         # Just verify execution was successful and tracked |         assert adaptive._success_count == 15
packages/tta-dev-primitives/tests/adaptive/test_timeout.py,265,code,py,# Note: Actual timeout depends on learning algorithm," |         # Baseline was 1000ms, but we should learn a tighter timeout |         # Note: Actual timeout depends on learning algorithm |         # Just verify stats are tracked |         assert stats[""total_executions""] == 15"
packages/tta-dev-primitives/tests/adaptive/test_integration.py,221,code,py,# Note: AdaptiveCachePrimitive doesn't support min_observations_before_learning," |         # Create cache primitive (uses default 3600s TTL) |         # Note: AdaptiveCachePrimitive doesn't support min_observations_before_learning |         cache_service = AdaptiveCachePrimitive( |             target_primitive=fallback_service,"
packages/tta-dev-primitives/tests/lifecycle/test_stage_manager_kb.py,6,code,py,NOTE: These tests spawn subprocess tests and should be run as integration tests.,"ensuring that KB recommendations are properly included in stage validation. |  | NOTE: These tests spawn subprocess tests and should be run as integration tests. | """""" | "
packages/tta-dev-primitives/tests/lifecycle/test_stage_manager_kb.py,35,code,py,Note: Uses empty stage_criteria_map to avoid running expensive,"        """"""Test check_readiness works without KB parameter. |  |         Note: Uses empty stage_criteria_map to avoid running expensive |         validation checks (like pytest) that would cause test timeouts. |         This test focuses on KB integration, not validation logic."
packages/tta-dev-primitives/tests/observability/test_instrumented_primitives.py,228,code,py,"# Note: The actual span_id may be updated by inject_trace_context,"," |     # Child contexts should have parent_span_id set to parent's span_id |     # Note: The actual span_id may be updated by inject_trace_context, |     # but parent_span_id should be set from the parent context |     assert branch1.captured_context.parent_span_id is not None"
packages/tta-dev-primitives/tests/integration/test_prometheus_metrics.py,10,code,py,"Note: Full primitive-level metrics integration (execution time, success/failure rates)","4. Scrape targets are configured correctly |  | Note: Full primitive-level metrics integration (execution time, success/failure rates) | requires OpenTelemetry metrics instrumentation in InstrumentedPrimitive, which is | tracked as a follow-up task. These tests focus on infrastructure readiness."
packages/tta-dev-primitives/tests/integration/test_prometheus_metrics.py,14,code,py,NOTE: All tests in this module require Docker containers and should run as integration tests.,"tracked as a follow-up task. These tests focus on infrastructure readiness. |  | NOTE: All tests in this module require Docker containers and should run as integration tests. | """""" | "
packages/tta-dev-primitives/tests/integration/test_prometheus_metrics.py,222,code,py,# Note: This metric may be 0 if no spans have been sent yet,"    assert result.get(""status"") == ""success"", ""Prometheus query failed"" |  |     # Note: This metric may be 0 if no spans have been sent yet |     # We just verify the metric exists |     data = result.get(""data"", {})"
