File,Line,Category,Type,TODO Text,Context
packages/tta-dev-primitives/IMPROVEMENTS_QUICK_START.md,378,docs,md,"logger.debug(""cache_expired"", key=cache_key, age=age)","                return result |             else: |                 logger.debug(""cache_expired"", key=cache_key, age=age) |                 del self._cache[cache_key] | "
packages/tta-dev-primitives/IMPROVEMENTS_QUICK_START.md,386,docs,md,"logger.debug(""cache_store"", key=cache_key, cache_size=len(self._cache))"," |         self._cache[cache_key] = (result, time.time()) |         logger.debug(""cache_store"", key=cache_key, cache_size=len(self._cache)) |  |         return result"
packages/universal-agent-context/FINAL_VERIFICATION_REPORT.md,38,docs,md,**Note**: Some YAML frontmatter validation errors exist but do not affect functionality. These can be fixed in post-export cleanup.,"- ✅ Works across Claude, Gemini, Copilot, Augment |  | **Note**: Some YAML frontmatter validation errors exist but do not affect functionality. These can be fixed in post-export cleanup. |  | ### ✅ Augment CLI-Specific Primitives - `.augment/` (~150 files)"
packages/universal-agent-context/README.md,232,docs,md,- Zero critical bugs,- Comprehensive documentation | - Battle-tested in production | - Zero critical bugs |  | ---
packages/universal-agent-context/apm.yml,156,config,yml,# Bug fix workflow,"      - ""Create promotion PR"" |  |   # Bug fix workflow |   bug_fix: |     trigger: ""manual"""
packages/universal-agent-context/apm.yml,157,config,yml,bug_fix:," |   # Bug fix workflow |   bug_fix: |     trigger: ""manual"" |     steps:"
packages/universal-agent-context/CLAUDE.md,30,docs,md,#### For Debugging,4. Recommending best practices |  | #### For Debugging | Use Claude's analytical capabilities to: | 1. Reproduce issues systematically
packages/universal-agent-context/CLAUDE.md,144,docs,md,- Debugging workflows,- Complex refactoring tasks | - Migration procedures | - Debugging workflows |  | ## Common Workflows
packages/universal-agent-context/CLAUDE.md,148,docs,md,"**See AGENTS.md** for common workflows (feature implementation, bug fix, refactoring).","## Common Workflows |  | **See AGENTS.md** for common workflows (feature implementation, bug fix, refactoring). |  | ## Development Commands"
packages/universal-agent-context/EXPORT_SUMMARY.md,100,docs,md,- bug-fix.prompt.md,**Workflows** (8 files): | - augster-axiomatic-workflow.prompt.md | - bug-fix.prompt.md | - component-promotion.prompt.md | - context-management.workflow.md
packages/universal-agent-context/EXPORT_SUMMARY.md,112,docs,md,- debugging.context.md,- cli.py | - conversation_manager.py | - debugging.context.md | - deployment.context.md | - integration.context.md
packages/universal-agent-context/CONTRIBUTING.md,20,docs,md,Found a bug or have a feature request?,### 1. Report Issues |  | Found a bug or have a feature request? |  | 1. Check [existing issues](https://github.com/theinterneti/TTA.dev/issues)
packages/universal-agent-context/CONTRIBUTING.md,25,docs,md,- Steps to reproduce (for bugs),"2. Create a new issue with: |    - Clear title and description |    - Steps to reproduce (for bugs) |    - Expected vs. actual behavior |    - Your environment (OS, AI agent, version)"
packages/universal-agent-context/CONTRIBUTING.md,63,docs,md,- ✅ **Zero Critical Bugs**: All critical issues resolved,- ✅ **Documentation**: Comprehensive docs for all new features | - ✅ **Battle-Tested**: Real-world usage validation | - ✅ **Zero Critical Bugs**: All critical issues resolved |  | ### File Standards
packages/universal-agent-context/CONTRIBUTING.md,163,docs,md,"git commit -m ""fix bug""","# Bad commit messages | git commit -m ""update files"" | git commit -m ""fix bug"" | git commit -m ""changes"" | ```"
packages/universal-agent-context/CONTRIBUTING.md,169,docs,md,- `fix:` - Bug fix,**Commit Message Format**: | - `feat:` - New feature | - `fix:` - Bug fix | - `docs:` - Documentation changes | - `test:` - Test changes
packages/universal-agent-context/CONTRIBUTING.md,194,docs,md,- [ ] Bug fix, | ## Type of Change | - [ ] Bug fix | - [ ] New feature | - [ ] Documentation update
packages/universal-agent-context/AGENTS.md,246,docs,md,"- **Focus**: Implementation, refactoring, bug fixes"," | ### Backend Developer | - **Focus**: Implementation, refactoring, bug fixes | - **Allowed Tools**: editFiles, runCommands, codebase-retrieval, testFailure | - **Denied Tools**: deleteFiles, deployProduction"
packages/universal-agent-context/AGENTS.md,273,docs,md,### Bug Fix,6. Promote to staging |  | ### Bug Fix | 1. Reproduce issue | 2. Identify root cause
packages/universal-agent-context/AGENTS.md,323,docs,md,## Important Notes,"5. **Maintain 100% pass rate**: Never commit failing tests |  | ## Important Notes |  | - **Package Manager**: Always use `uv`, never pip or poetry"
packages/universal-agent-context/CHANGELOG.md,67,docs,md,"- Axiomatic workflow, bug fix, component promotion"," | **Workflow Templates** (8 files): | - Axiomatic workflow, bug fix, component promotion | - Context management, Docker migration, feature implementation | - Quality gate fix, test coverage improvement"
packages/universal-agent-context/CHANGELOG.md,74,docs,md,"- 8 context files (debugging, deployment, integration, performance, refactoring, security, testing)","- Python CLI for context management | - Conversation manager | - 8 context files (debugging, deployment, integration, performance, refactoring, security, testing) | - Sessions and specs directories | "
packages/universal-agent-context/GEMINI.md,128,docs,md,- `debugging.context.md` - Debugging workflows, | ### Context Helpers (`.augment/context/`) | - `debugging.context.md` - Debugging workflows | - `refactoring.context.md` - Code refactoring patterns | - `performance.context.md` - Performance optimization
packages/universal-agent-context/GEMINI.md,136,docs,md,- `bug-fix.prompt.md` - Bug investigation and resolution,- `test-coverage-improvement.prompt.md` - Systematic coverage improvement | - `component-promotion.prompt.md` - Component maturity progression | - `bug-fix.prompt.md` - Bug investigation and resolution |  | ## Best Practices for This Project
packages/universal-agent-context/GEMINI.md,155,docs,md,## Important Notes,"- `pytest.ini` - Pytest configuration |  | ## Important Notes |  | **See AGENTS.md** for important notes (package management, circuit breakers, error handling, testing, documentation)."
packages/universal-agent-context/GEMINI.md,157,docs,md,"**See AGENTS.md** for important notes (package management, circuit breakers, error handling, testing, documentation).","## Important Notes |  | **See AGENTS.md** for important notes (package management, circuit breakers, error handling, testing, documentation). |  | ---"
packages/universal-agent-context/pyproject.toml,46,other,toml,"""B"",  # flake8-bugbear","    ""F"",  # pyflakes |     ""I"",  # isort |     ""B"",  # flake8-bugbear |     ""C4"", # flake8-comprehensions |     ""UP"", # pyupgrade"
packages/tta-documentation-primitives/README.md,291,docs,md,- [Implementation TODOs](../../local/planning/logseq-docs-integration-todos.md), | - [Architecture Design](../../local/planning/logseq-docs-db-integration-design.md) | - [Implementation TODOs](../../local/planning/logseq-docs-integration-todos.md) | - [TTA.dev Primitives](../tta-dev-primitives/README.md) | - [Logseq Knowledge Base](../../logseq/README.md)
packages/tta-documentation-primitives/pyproject.toml,71,other,toml,"""B"",     # flake8-bugbear","    ""ASYNC"", # flake8-async |     ""S"",     # flake8-bandit |     ""B"",     # flake8-bugbear |     ""A"",     # flake8-builtins |     ""COM"",   # flake8-commas"
packages/tta-documentation-primitives/pyproject.toml,76,other,toml,"""T10"",   # flake8-debugger","    ""C4"",    # flake8-comprehensions |     ""DTZ"",   # flake8-datetimez |     ""T10"",   # flake8-debugger |     ""EXE"",   # flake8-executable |     ""ISC"",   # flake8-implicit-str-concat"
packages/python-pathway/STATUS.md,97,docs,md,4. Note in CHANGELOG,2. Remove all documentation references | 3. Update AGENTS.md | 4. Note in CHANGELOG |  | **Rationale:**
packages/python-pathway/STATUS.md,169,docs,md,| Date | Decision | By | Notes |,## Decision Log |  | | Date | Decision | By | Notes | | |------|----------|-----|-------| | | 2025-10-31 | Under Review | Audit | Identified as incomplete during repository audit |
packages/tta-kb-automation/tests/test_code_primitives.py,8,code,py,"ExtractTODOs,","from tta_kb_automation.core.code_primitives import ( |     AnalyzeCodeStructure, |     ExtractTODOs, |     ParseDocstrings, |     ScanCodebase,"
packages/tta-kb-automation/tests/test_code_primitives.py,23,code,py,# Create source file with TODOs and docstrings,"    tests_dir.mkdir() |  |     # Create source file with TODOs and docstrings |     (src_dir / ""example.py"").write_text('''""""""Example module for testing. | "
packages/tta-kb-automation/tests/test_code_primitives.py,43,code,py,# TODO: Add input validation,"    def public_method(self): |         """"""Public method with docstring."""""" |         # TODO: Add input validation |         pass | "
packages/tta-kb-automation/tests/test_code_primitives.py,57,code,py,# TODO: Implement caching,"        'result' |     """""" |     # TODO: Implement caching |     # TODO: Add error handling |     return ""result"""
packages/tta-kb-automation/tests/test_code_primitives.py,58,code,py,# TODO: Add error handling,"    """""" |     # TODO: Implement caching |     # TODO: Add error handling |     return ""result"" | "
packages/tta-kb-automation/tests/test_code_primitives.py,61,code,py,# TODO: Add integration tests,"    return ""result"" |  | # TODO: Add integration tests | ''') | "
packages/tta-kb-automation/tests/test_code_primitives.py,69,code,py,# TODO: Add more assertions,"def test_something(): |     """"""Test function."""""" |     # TODO: Add more assertions |     assert True | ''')"
packages/tta-kb-automation/tests/test_code_primitives.py,162,code,py,async def test_extract_todos_basic(mock_codebase):," | @pytest.mark.asyncio | async def test_extract_todos_basic(mock_codebase): |     """"""Test TODO extraction from code."""""" |     # First scan to get files"
packages/tta-kb-automation/tests/test_code_primitives.py,163,code,py,"""""""Test TODO extraction from code.""""""","@pytest.mark.asyncio | async def test_extract_todos_basic(mock_codebase): |     """"""Test TODO extraction from code."""""" |     # First scan to get files |     scanner = ScanCodebase()"
packages/tta-kb-automation/tests/test_code_primitives.py,170,code,py,# Extract TODOs,    ) |  |     # Extract TODOs |     extractor = ExtractTODOs() |     context = WorkflowContext()
packages/tta-kb-automation/tests/test_code_primitives.py,171,code,py,extractor = ExtractTODOs(), |     # Extract TODOs |     extractor = ExtractTODOs() |     context = WorkflowContext() | 
packages/tta-kb-automation/tests/test_code_primitives.py,176,code,py,"assert ""todos"" in result","    result = await extractor.execute({""files"": scan_result[""files""]}, context) |  |     assert ""todos"" in result |     assert ""total_todos"" in result |     assert ""files_with_todos"" in result"
packages/tta-kb-automation/tests/test_code_primitives.py,177,code,py,"assert ""total_todos"" in result"," |     assert ""todos"" in result |     assert ""total_todos"" in result |     assert ""files_with_todos"" in result |     assert result[""total_todos""] >= 4  # At least 4 TODOs in mock codebase"
packages/tta-kb-automation/tests/test_code_primitives.py,178,code,py,"assert ""files_with_todos"" in result","    assert ""todos"" in result |     assert ""total_todos"" in result |     assert ""files_with_todos"" in result |     assert result[""total_todos""] >= 4  # At least 4 TODOs in mock codebase |     assert result[""files_with_todos""] >= 2  # TODOs in at least 2 files"
packages/tta-kb-automation/tests/test_code_primitives.py,179,code,py,"assert result[""total_todos""] >= 4  # At least 4 TODOs in mock codebase","    assert ""total_todos"" in result |     assert ""files_with_todos"" in result |     assert result[""total_todos""] >= 4  # At least 4 TODOs in mock codebase |     assert result[""files_with_todos""] >= 2  # TODOs in at least 2 files | "
packages/tta-kb-automation/tests/test_code_primitives.py,180,code,py,"assert result[""files_with_todos""] >= 2  # TODOs in at least 2 files","    assert ""files_with_todos"" in result |     assert result[""total_todos""] >= 4  # At least 4 TODOs in mock codebase |     assert result[""files_with_todos""] >= 2  # TODOs in at least 2 files |  | "
packages/tta-kb-automation/tests/test_code_primitives.py,184,code,py,async def test_extract_todos_with_context(mock_codebase):," | @pytest.mark.asyncio | async def test_extract_todos_with_context(mock_codebase): |     """"""Test TODO extraction with context lines."""""" |     scanner = ScanCodebase()"
packages/tta-kb-automation/tests/test_code_primitives.py,185,code,py,"""""""Test TODO extraction with context lines.""""""","@pytest.mark.asyncio | async def test_extract_todos_with_context(mock_codebase): |     """"""Test TODO extraction with context lines."""""" |     scanner = ScanCodebase() |     scan_result = await scanner.execute("
packages/tta-kb-automation/tests/test_code_primitives.py,191,code,py,extractor = ExtractTODOs(),"    ) |  |     extractor = ExtractTODOs() |     result = await extractor.execute( |         {""files"": scan_result[""files""], ""include_context"": True, ""context_lines"": 2},"
packages/tta-kb-automation/tests/test_code_primitives.py,197,code,py,# Check that TODOs have context,"    ) |  |     # Check that TODOs have context |     for todo in result[""todos""]: |         assert ""context_before"" in todo"
packages/tta-kb-automation/tests/test_code_primitives.py,198,code,py,"for todo in result[""todos""]:"," |     # Check that TODOs have context |     for todo in result[""todos""]: |         assert ""context_before"" in todo |         assert ""context_after"" in todo"
packages/tta-kb-automation/tests/test_code_primitives.py,201,code,py,"assert isinstance(todo[""context_before""], list)","        assert ""context_before"" in todo |         assert ""context_after"" in todo |         assert isinstance(todo[""context_before""], list) |         assert isinstance(todo[""context_after""], list) | "
packages/tta-kb-automation/tests/test_code_primitives.py,202,code,py,"assert isinstance(todo[""context_after""], list)","        assert ""context_after"" in todo |         assert isinstance(todo[""context_before""], list) |         assert isinstance(todo[""context_after""], list) |  | "
packages/tta-kb-automation/tests/test_code_primitives.py,206,code,py,async def test_extract_todos_categories(mock_codebase):," | @pytest.mark.asyncio | async def test_extract_todos_categories(mock_codebase): |     """"""Test TODO category inference."""""" |     scanner = ScanCodebase()"
packages/tta-kb-automation/tests/test_code_primitives.py,207,code,py,"""""""Test TODO category inference.""""""","@pytest.mark.asyncio | async def test_extract_todos_categories(mock_codebase): |     """"""Test TODO category inference."""""" |     scanner = ScanCodebase() |     scan_result = await scanner.execute("
packages/tta-kb-automation/tests/test_code_primitives.py,213,code,py,extractor = ExtractTODOs(),"    ) |  |     extractor = ExtractTODOs() |     result = await extractor.execute({""files"": scan_result[""files""]}, WorkflowContext()) | "
packages/tta-kb-automation/tests/test_code_primitives.py,217,code,py,"for todo in result[""todos""]:"," |     # Check that categories are assigned |     for todo in result[""todos""]: |         assert ""category"" in todo |         assert todo[""category""] in ["
packages/tta-kb-automation/tests/test_code_primitives.py,219,code,py,"assert todo[""category""] in [","    for todo in result[""todos""]: |         assert ""category"" in todo |         assert todo[""category""] in [ |             ""implementation"", |             ""testing"","
packages/tta-kb-automation/tests/test_code_primitives.py,223,code,py,"""bugfix"",","            ""testing"", |             ""documentation"", |             ""bugfix"", |             ""refactoring"", |         ]"
packages/tta-kb-automation/tests/test_code_primitives.py,228,code,py,"test_todos = [t for t in result[""todos""] if ""test"" in t[""file""].lower()]"," |     # Check specific categorizations |     test_todos = [t for t in result[""todos""] if ""test"" in t[""file""].lower()] |     if test_todos: |         assert test_todos[0][""category""] == ""testing"""
packages/tta-kb-automation/tests/test_code_primitives.py,229,code,py,if test_todos:,"    # Check specific categorizations |     test_todos = [t for t in result[""todos""] if ""test"" in t[""file""].lower()] |     if test_todos: |         assert test_todos[0][""category""] == ""testing"" | "
packages/tta-kb-automation/tests/test_code_primitives.py,230,code,py,"assert test_todos[0][""category""] == ""testing""","    test_todos = [t for t in result[""todos""] if ""test"" in t[""file""].lower()] |     if test_todos: |         assert test_todos[0][""category""] == ""testing"" |  | "
packages/tta-kb-automation/tests/test_code_primitives.py,234,code,py,async def test_extract_todos_without_context(mock_codebase):," | @pytest.mark.asyncio | async def test_extract_todos_without_context(mock_codebase): |     """"""Test TODO extraction without context lines."""""" |     scanner = ScanCodebase()"
packages/tta-kb-automation/tests/test_code_primitives.py,235,code,py,"""""""Test TODO extraction without context lines.""""""","@pytest.mark.asyncio | async def test_extract_todos_without_context(mock_codebase): |     """"""Test TODO extraction without context lines."""""" |     scanner = ScanCodebase() |     scan_result = await scanner.execute("
packages/tta-kb-automation/tests/test_code_primitives.py,241,code,py,extractor = ExtractTODOs(),"    ) |  |     extractor = ExtractTODOs() |     result = await extractor.execute( |         {""files"": scan_result[""files""], ""include_context"": False}, WorkflowContext()"
packages/tta-kb-automation/tests/test_code_primitives.py,246,code,py,# Check that TODOs have empty context,"    ) |  |     # Check that TODOs have empty context |     for todo in result[""todos""]: |         assert todo[""context_before""] == []"
